lng,lat
-0.1666873,51.4902118
-2.3175829,53.365889
-0.1829569,51.527823
-1.1454584,51.7422692
-2.1040029,51.4885561
-0.1982529,51.633746
-0.9415287,51.8024347
-3.4624681,50.5842656
1.3771916,51.3852331
-0.0756199,51.5206105
-0.2411971,51.5948653
-0.5044258,52.0255334
-3.0542519,54.6189719
-4.3513057,50.9729373
-0.1646731,51.5148616
-0.1841795,51.4904429
-3.205793,55.9554111
-2.3848103,51.7795609
-1.0816874,50.6891492
-0.1455619,51.5186571
-3.1680962,51.483707
-0.5947329,51.4951921
-0.1620092,51.5359517
-2.764775,52.7127337
-2.8458214,50.8552609
0.6564829,51.8788409
-0.0774596,51.4713939
-0.916831,51.3993546
-1.512178,53.8582495
-0.172879,51.5817855
-1.13883,52.0310025
-0.3705142,51.4956954
-0.163,51.156117
-2.3838283,53.5094404
-2.0047926,53.5602583
-0.1309226,51.5142897
-0.0989629,51.5058164
-1.5548235,52.1882102
-1.4083234,51.9234373
-0.2878956,51.4107272
-0.6458611,51.387178
-0.1396045,51.5106057
-0.750977,51.6260562
-0.1602259,51.6707013
-0.1823012,51.4978878
0.5221279,51.277258
-0.2366486,51.5055107
-0.2487753,51.4669722
0.0412269,51.7287023
-0.5159585,51.5742424
-0.8421461,51.2881319
-2.7098217,53.1780053
-3.4497297,51.5061903
-0.389685,51.3395088
0.4207787,51.5575709
-0.2398668,51.4740495
-2.2502807,53.4776759
-0.1596589,51.5134543
-0.0823113,51.5256005
-0.4149273,51.6086225
0.3235742,51.3170847
-0.1589686,51.5162349
-0.1884262,51.5540659
-0.152286,51.5197206
-0.165258,51.534162
-0.1605413,51.4939373
-2.2233327,51.7102385
-0.1808112,51.5006322
-0.6684327,51.3988695
-0.5589378,51.7604554
-0.1057664,51.5219788
-1.5387631,53.3663583
-0.1463057,51.4976642
-0.8894492,51.4206079
-0.1502097,51.514276
-0.1503355,51.5222023
-2.9037255,53.1834071
-0.4579823,51.0855674
-1.990489,51.3453373
-0.5173812,51.1969102
-3.5223521,50.4592248
-0.1596327,51.4947319
-0.9516061,51.680513
-0.1398677,51.4927468
-0.2032158,51.4298385
-0.7792784,51.5841204
0.136963,52.1979865
-0.0151162,51.5022775
1.0789168,51.2780985
-0.2395472,51.5959193
-0.1808112,51.5006322
-4.3771016,50.9639786
-0.0404782,51.5099506
-0.1657236,51.5275419
-1.7279616,53.9729499
0.3384339,51.6214728
0.3408691,51.2262186
-0.6800047,51.1314652
-0.1326391,51.5068428
-0.2166672,51.4735048
-1.4348665,51.9971489
-1.4640217,51.9657992
0.329909,51.6224601
-0.7181671,51.8973133
-0.1582956,51.5405323
0.1314821,51.5508713
-0.1347953,51.5155774
-0.1897222,51.4788394
-1.8935046,54.548517
0.3793857,51.3101542
-1.2003723,51.0831729
-0.1600245,51.5564645
-2.4331414,51.5739741
0.2819715,52.0956186
-0.1829049,51.5334699
-0.1678958,51.4944793
-1.1449314,51.4892839
-3.5629595,50.3956441
0.4207787,51.5575709
-3.2828791,51.6617787
-2.587139,51.4509849
-2.8785884,53.1934899
-2.1726264,53.3379287
-0.165258,51.534162
-0.7888702,51.5734362
-0.1232864,51.4676418
-0.1394082,51.5802111
0.2985768,51.6178363
-0.2738924,51.4574346
-0.1155468,51.5055443
-0.3425867,51.3064613
-0.2248069,51.4850604
-0.9206877,52.295108
-1.308544,53.018115
-0.222553,51.4190391
-2.0739523,49.210093
-1.2846172,52.8370355
1.2576801,51.8377694
-0.0960332,51.5107818
-0.8852407,50.8411164
0.2820218,51.2837456
-0.0883491,51.3560647
-0.1307568,51.4195529
-0.0615808,52.0438439
-0.5469702,51.5241676
-0.1692399,51.4736476
-1.4348665,51.9971489
-0.3705142,51.4956954
-0.1120131,51.575414
0.1270534,51.570169
0.2607807,51.1278429
-2.9979096,53.3462371
-2.2356784,53.4831911
-1.8253348,53.9263804
-1.4504233,53.7972248
-2.2495379,53.4874356
-0.2044843,51.494993
-0.1489606,51.506665
-0.1687432,51.4857839
-0.1772701,50.9333164
-0.1207515,51.5125034
-0.616623,51.4044466
-0.6099789,51.486283
-0.173548,51.5726813
-2.2827035,51.2646569
-0.9415287,51.8024347
-0.4651763,51.3831945
0.9424314,51.207976
-0.087948,51.5163536
-1.3978044,51.6242663
-0.6705931,51.3982939
-1.7517997,52.1722371
-3.3899021,50.8550468
-2.6761122,51.4736075
-0.1960412,51.5911239
-1.7062566,53.2238505
-1.523723,53.8057182
-1.4076069,50.9567052
0.0396669,51.4088293
-2.3020224,53.255363
-0.1763587,51.4704052
-0.0989629,51.5058164
-1.326986,51.6251834
-0.1205969,50.8423576
-0.1437141,51.5145129
-1.1196097,51.5338081
-0.1657236,51.5275419
-0.1718233,51.5210442
-4.262589,55.8572554
-1.2570128,51.770522
-1.4167661,53.7893063
-0.4651763,51.3831945
-4.262589,55.8572554
-1.6542212,55.0222562
0.3235742,51.3170847
-0.2200652,51.4755165
0.0031543,51.503038
-0.1982529,51.633746
-2.0138148,51.0176379
-0.3688011,51.6527224
-1.2588332,51.7709481
-0.3312359,51.3889939
-0.1543769,51.6547514
-0.1534757,50.8450674
-0.1743739,51.5379645
-0.2382876,51.5002798
-0.1057664,51.5219788
0.041857,51.4112466
-0.1346452,51.5134431
-0.0816282,51.5158184
-0.1934912,51.5636941
-0.1827857,51.6132718
-2.2356199,53.4780436
0.9671552,52.1980701
0.2484447,51.5905671
-4.0965331,52.7922841
-0.1235165,51.5101291
-0.1907722,51.4493031
-0.1745103,51.5308852
-2.58949,49.4481982
-0.4658665,51.3746904
-0.951487,52.2202568
-2.2827035,51.2646569
-0.1757144,51.4908533
-0.1634577,51.4741897
-1.403487,53.9240683
-2.2736267,54.0877084
-0.1796663,51.4964733
-0.1718233,51.5210442
-0.1650866,51.554025
-0.5589378,51.7604554
0.1100396,52.1934123
-0.1678958,51.4944793
-1.4512989,55.046389
-1.2010636,52.1713737
-0.4346421,51.3111582
-0.1498973,51.5091221
0.4237403,51.5564232
-2.0658014,51.8960709
-2.229982,52.337686
-0.1602249,51.5192475
-5.0596129,50.2619101
-0.1677891,51.5570581
-0.0714507,51.5025418
-0.1850747,51.4748156
-2.0739523,49.210093
-2.8770188,52.7045987
-0.105122,51.189438
-0.1422298,51.5081919
-2.0138148,51.0176379
-0.2416245,51.4168633
-1.6542212,55.0222562
-0.1518501,51.5207481
-0.0615808,52.0438439
1.0789168,51.2780985
-0.1413598,51.5904803
-0.1082589,51.6316191
-2.3971499,53.3269062
-0.2370154,51.4521828
-1.3801386,52.3281135
-1.9489013,50.6351634
-2.2437825,53.3310991
-0.2164891,51.4295052
-0.1877522,51.6584412
-0.338297,51.475626
-0.2049021,51.5841663
-0.4651763,51.3831945
-0.1327492,51.5113123
-0.1433035,51.5139447
0.450053,51.9674788
-0.1306965,51.4820931
-0.1396216,51.4565443
-0.1393918,51.4986855
-1.4465256,51.6922645
-1.2706466,51.7719758
0.199292,51.3184669
-0.1430403,51.5115739
1.0730442,51.2987486
-0.1349102,51.5061623
0.4393771,50.841512
-3.1750021,51.4841477
-0.1684673,51.5009341
-0.1395956,51.5235284
-0.1743914,51.4874731
-1.595165,51.759966
-0.1591204,51.5164552
-1.3181456,51.6275083
-0.1926538,51.4725878
-0.1433035,51.5139447
-0.2148535,51.3230422
-0.15624,51.5232499
-0.180954,51.5238015
-0.7445652,51.3005344
-0.1196127,51.5112997
144.7442073,-37.6920638
0.6637867,51.0659831
-0.149088,51.5081582
-0.0417969,51.5100841
-1.286341,54.067381
0.4594541,51.114344
-0.1951616,51.5170012
-0.2085309,51.4297525
0.2159796,51.3781577
-2.2064125,52.1853202
0.2936194,51.6759216
-0.210688,51.6069942
-0.2397194,51.4635192
-0.1789783,51.5388379
-0.1850747,51.4748156
-0.1501883,51.5204094
-0.2039605,51.5078687
-0.1808112,51.5006322
-0.1850592,51.5000664
-0.6656064,51.6459245
-0.1359372,51.7805607
-0.1618953,51.4501875
-1.5044268,52.9639934
-2.250628,53.477609
-2.4971222,53.5756731
-5.6034787,50.075442
-0.0774596,51.4713939
-1.9092011,52.4836984
-2.892833,53.3769197
-2.7337544,53.7508646
-87.8289548,42.1275267
-0.5289603,51.1827116
-0.0953585,51.5509111
-1.1475153,51.5210069
-0.1337254,51.5174662
-1.0013856,52.5754704
-0.2044843,51.494993
-0.6386198,51.4142849
-0.1635756,51.4982233
-0.5343301,51.1944466
0.0708928,51.6062567
-0.2100948,51.4598657
-0.0816282,51.5158184
-0.6326763,54.4187107
-2.4971222,53.5756731
-0.8030617,51.3778477
-0.3448379,51.6140597
-1.5552781,53.9916557
-2.3290528,53.368135
-0.1691362,51.5013613
-0.2431117,51.5024847
-0.0898762,51.6349844
-2.4049115,53.823607
-2.2115963,53.2775127
-0.2773533,52.5560904
-0.1850747,51.4748156
0.731596,51.340402
-3.7837117,52.1306607
-2.5483032,49.4558075
-1.1196097,51.5338081
-0.1941796,51.4963426
-0.0299546,51.744943
-0.2784723,51.1018807
-0.164226,51.515166
-1.5142469,51.346997
-0.0053951,51.4680629
-0.6050952,51.4805857
-0.1864123,51.5256717
-0.3688011,51.6527224
-0.3688011,51.6527224
-2.3298119,51.3591289
-3.7557792,51.6120852
-0.1796645,51.4980775
-0.1594198,51.4943922
-0.0774596,51.4713939
-0.1729701,51.5553817
-1.5159178,51.0837961
-1.9441657,50.6849046
-0.6044027,51.483894
-0.1033216,51.5158404
1.1433089,52.8129544
-0.165258,51.534162
-0.8783955,52.1533548
-0.9065786,51.1921305
-0.1433404,51.3252974
-1.3668325,50.7856174
-1.0758235,52.8897488
-0.5570666,51.6472756
-2.7647382,53.9350256
-2.2319277,53.4197466
-0.1772701,50.9333164
-0.1710575,51.4481643
-0.2078469,51.4689599
-2.1091085,51.053921
-0.181454,51.5147911
-0.1556872,51.4945904
-0.3892855,51.3282335
0.0180052,51.4662303
-2.1214733,52.3908828
-1.5965618,50.7252489
-0.1994333,51.4346923
-2.9793611,53.1191285
-0.1655042,51.5738957
-0.2370154,51.4521828
-2.0783304,51.897585
-0.2657247,51.6268453
-0.6771047,51.3957014
-0.1596327,51.4947319
-2.1214733,52.3908828
-0.5547662,51.6564495
0.0244354,51.9090025
0.5221279,51.277258
-1.0540747,50.8444845
-1.4081996,53.9176676
-0.3753564,51.3395778
-0.1841665,51.5506925
-0.161384,51.4583785
-2.200782,53.2877875
-1.3209851,51.0624637
-0.1057664,51.5219788
-0.173548,51.5726813
-0.1829049,51.5334699
-0.151304,51.4994611
-0.0914237,51.5140898
0.0113484,51.6431879
-1.2588332,51.7709481
0.9972612,52.1908068
-0.3688011,51.6527224
-0.2071807,51.5956386
-2.2977685,51.8259367
-0.3963115,51.3254236
-0.7329654,51.3327283
-0.131808,51.4882371
-0.1718233,51.5210442
-0.1763587,51.4704052
-2.148725,53.294057
-2.3290528,53.368135
-0.6192695,51.8536896
-2.0914843,51.4103844
-0.3156646,51.2876796
0.8903492,52.2166043
-0.6733195,51.5479038
0.3793857,51.3101542
-0.6455389,51.4696298
-0.1412564,51.5904452
1.441054,52.185637
-2.2458611,53.4777286
-2.7769138,53.9042078
-0.981814,51.604813
-0.1200283,51.5121832
0.22251,51.5797865
-0.537928,51.5245313
-0.5725633,51.1241964
-3.363595825,51.4930105
0.0191075,51.4061614
-0.1395358,50.823437
-0.151304,51.4994611
-0.3568934,51.8146998
-0.217776,51.5921285
-2.2827035,51.2646569
-0.9029533,51.4981019
-0.1901787,51.5157431
-0.1774403,51.5489869
-0.1931933,51.5026122
0.321226,51.847064
-0.0235712,51.5059587
-0.1824955,51.4904366
0.1057923,51.353148
-0.3550333,51.4294171
-0.086497,52.4005707
-2.130484,53.3509151
-0.0732953,51.5172358
-0.3701196,51.6522681
-0.1774746,51.4870678
-0.2101443,51.4594798
-0.0816282,51.5158184
-0.1674501,51.4807656
-0.1534757,50.8450674
-0.1540953,51.5090299
-0.2166672,51.4735048
-0.1658635,51.4917643
-0.1711821,51.4998078
-0.1756858,51.4582707
0.1273039,51.0955169
-0.2221694,51.5089869
-1.5387631,53.3663583
-0.3073074,51.6840445
-0.3042091,51.427744
-0.3122132,51.277009
-1.1525922,51.6117909
0.1063109,52.2064853
0.7108484,50.9235909
-2.0783304,51.897585
-0.3688011,51.6527224
-2.3991376,53.3351384
-0.1655042,51.5738957
1.4403422,51.3802352
0.3850428,51.6769625
-2.0285698,55.0775775
-0.9475166,51.47578
-0.3290429,51.6391359
-0.182192,51.5439546
-2.2356784,53.4831911
-0.150582,51.523563
0.7827223,51.903363
-0.1653342,51.476431
-0.1359372,51.7805607
-0.1326724,51.4832091
0.9356199,52.2272679
-1.0882174,52.1066182
-0.2120867,51.5380333
-0.1599061,51.4959489
-1.1571067,52.7186205
-0.0989067,51.5057895
-0.3834805,51.3375949
-0.1772701,50.9333164
-81.4534492,41.6053266
-0.2885908,51.3064478
-3.1865252,55.9368277
-2.7293966,53.7856205
-0.1473567,51.4941489
-2.8274703,52.9647115
-2.9537003,53.0932816
-2.7293966,53.7856205
-0.7406863,51.9976597
-0.1218576,51.5106873
-0.4017975,50.8459567
-0.7401869,51.4161398
-0.537928,51.5245313
-0.1386203,51.572508
-0.168519,51.499568
0.2820255,51.2839657
-0.1370614,51.5150151
-0.1524939,51.5175577
-0.1678871,50.8365468
-0.2583807,51.4100475
-0.1599061,51.4959489
-0.3153365,51.6791802
-2.4673291,53.8387399
-0.3441002,51.4831989
1.007727,51.9093604
0.0489698,51.3957485
0.3054118,51.6214333
-0.185576,51.4749204
